관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,1월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,관광지,자연,자연관광지,섬,12905.0,1.0,1222.0,239.0,209.0,162.0,163.0,136.0,130.0,183.0
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,1.0,36.0,7.0,7.0,5.0,3.0,1.0,2.0,11.0
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,1.0,63.0,10.0,7.0,10.0,9.0,6.0,11.0,10.0
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,1.0,230.0,50.0,44.0,26.0,29.0,30.0,20.0,31.0
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,1.0,539.0,101.0,101.0,81.0,64.0,65.0,57.0,70.0
관음사야영장,제주특별자치도 제주시 산록북로 588 (오등동),레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",1369.0,1.0,121.0,17.0,26.0,17.0,12.0,11.0,16.0,22.0
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,1.0,798.0,158.0,112.0,90.0,85.0,111.0,82.0,160.0
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,관광지,자연,자연관광지,항구/포구,563.0,1.0,60.0,7.0,13.0,9.0,6.0,8.0,7.0,10.0
귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428 ,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",808.0,1.0,111.0,17.0,21.0,18.0,24.0,10.0,9.0,12.0
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,1.0,56.0,10.0,9.0,7.0,9.0,6.0,9.0,6.0
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,1.0,483.0,90.0,75.0,53.0,67.0,48.0,57.0,93.0
김녕요트투어,제주특별자치도 제주시 구좌읍 구좌해안로 229-16 ,레포츠,레포츠,수상 레포츠,요트,1566.0,1.0,124.0,21.0,20.0,25.0,16.0,14.0,13.0,15.0
내창트레킹,제주특별자치도 서귀포시 남원읍 하례중앙로 95 ,레포츠,레포츠,육상 레포츠,트래킹,923.0,1.0,73.0,8.0,12.0,10.0,5.0,14.0,8.0,16.0
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,1.0,421.0,78.0,77.0,74.0,51.0,45.0,32.0,64.0
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),관광지,자연,자연관광지,해수욕장,7654.0,1.0,383.0,63.0,60.0,44.0,59.0,52.0,43.0,62.0
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,1.0,181.0,38.0,30.0,18.0,25.0,21.0,20.0,29.0
다려도,제주특별자치도 제주시 조천읍 북촌리 산 89,관광지,자연,자연관광지,섬,696.0,1.0,52.0,9.0,11.0,7.0,5.0,4.0,7.0,9.0
대평포구,제주특별자치도 서귀포시 안덕면 창천리 914-5 ,관광지,자연,자연관광지,항구/포구,1424.0,1.0,146.0,25.0,17.0,20.0,17.0,18.0,18.0,31.0
대포포구,제주특별자치도 서귀포시 대포로 172-8 (대포동),관광지,자연,자연관광지,항구/포구,585.0,1.0,73.0,8.0,11.0,12.0,5.0,14.0,7.0,16.0
도두항,제주특별자치도 제주시 도공로 2 (도두일동),관광지,자연,자연관광지,항구/포구,960.0,1.0,94.0,16.0,25.0,8.0,14.0,11.0,9.0,11.0
도치돌알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1675.0,1.0,235.0,40.0,37.0,36.0,32.0,36.0,22.0,32.0
돈내코,제주특별자치도 서귀포시 돈내코로 137 ,관광지,자연,자연관광지,계곡,6251.0,1.0,302.0,48.0,47.0,50.0,43.0,42.0,29.0,43.0
동일리포구,제주특별자치도 서귀포시 대정읍 동일하모로98번길 14-32 ,관광지,자연,자연관광지,항구/포구,478.0,1.0,54.0,13.0,9.0,9.0,6.0,4.0,4.0,9.0
두맹이골목,제주특별자치도 제주시 일도이동 1006-11,관광지,인문(문화/예술/역사),체험관광지,이색거리,741.0,1.0,80.0,13.0,18.0,9.0,10.0,9.0,8.0,13.0
마라도,제주특별자치도 서귀포시 대정읍 마라로101번길 46 ,관광지,자연,자연관광지,섬,6306.0,1.0,375.0,68.0,62.0,49.0,61.0,41.0,35.0,59.0
맥파이브루어리,제주특별자치도 제주시 동회천1길 23 (회천동),관광지,인문(문화/예술/역사),산업관광지,식음료,823.0,1.0,75.0,12.0,15.0,9.0,4.0,15.0,9.0,11.0
머체왓숲길,제주특별자치도 서귀포시 남원읍 서성로 755 ,레포츠,레포츠,육상 레포츠,트래킹,5344.0,1.0,487.0,90.0,105.0,58.0,57.0,51.0,52.0,74.0
무릉자전거도로,제주특별자치도 제주시 한경면 판포리 1610,레포츠,레포츠,육상 레포츠,트래킹,350.0,1.0,61.0,10.0,8.0,11.0,7.0,6.0,7.0,12.0
무수천,제주특별자치도 제주시 애월읍 무수천길 (애월읍) 일대,관광지,자연,자연관광지,계곡,814.0,1.0,53.0,9.0,9.0,8.0,6.0,5.0,6.0,10.0
물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,987.0,1.0,68.0,13.0,19.0,8.0,9.0,7.0,4.0,8.0
방선문,제주특별자치도 제주시 오라이동 39-1,관광지,자연,자연관광지,계곡,623.0,1.0,68.0,14.0,11.0,10.0,12.0,9.0,5.0,7.0
법환포구,제주특별자치도 서귀포시 막숙포로 46 (법환동),관광지,자연,자연관광지,항구/포구,2010.0,1.0,192.0,39.0,25.0,27.0,27.0,20.0,23.0,31.0
보목포구,제주특별자치도 서귀포시 보목포로 46 (보목동),관광지,자연,자연관광지,항구/포구,1004.0,1.0,93.0,17.0,19.0,9.0,14.0,9.0,8.0,17.0
보통청춘기록실청춘사진관,제주특별자치도 제주시 한림읍 일주서로 5867 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,786.0,1.0,103.0,26.0,15.0,7.0,15.0,16.0,15.0,9.0
붉은오름자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73 ,관광지,자연,자연관광지,자연휴양림,3950.0,1.0,192.0,26.0,32.0,31.0,27.0,28.0,14.0,34.0
비양도,제주특별자치도 제주시 한림읍 한림리 ,관광지,자연,자연관광지,섬,9499.0,1.0,415.0,91.0,65.0,59.0,57.0,55.0,24.0,64.0
사계해변,제주특별자치도 서귀포시 안덕면 사계리 2147-35,관광지,자연,자연관광지,해수욕장,7256.0,1.0,638.0,128.0,95.0,95.0,92.0,60.0,57.0,111.0
사라봉공원,제주특별자치도 제주시 사라봉동길 74 ,관광지,인문(문화/예술/역사),휴양관광지,공원,1849.0,1.0,184.0,33.0,28.0,28.0,24.0,22.0,29.0,20.0
사려니숲길,제주특별자치도 서귀포시 표선면 가시리 붉은오름 입구 ,레포츠,레포츠,육상 레포츠,트래킹,91246.0,1.0,9038.0,1511.0,1416.0,1238.0,1023.0,1138.0,1201.0,1511.0
산지천,제주특별자치도 제주시 건입동 ,관광지,자연,자연관광지,계곡,2021.0,1.0,134.0,31.0,26.0,13.0,18.0,10.0,16.0,20.0
삼매봉,제주특별자치도 서귀포시 서홍동 820-2,관광지,인문(문화/예술/역사),휴양관광지,공원,630.0,1.0,82.0,19.0,12.0,16.0,12.0,9.0,4.0,10.0
삼양해수욕장,제주특별자치도 제주시 삼양이동 ,관광지,자연,자연관광지,해수욕장,3979.0,1.0,233.0,41.0,27.0,29.0,38.0,22.0,30.0,46.0
서건도,제주특별자치도 서귀포시 강정동 ,관광지,자연,자연관광지,섬,2003.0,1.0,150.0,24.0,24.0,25.0,19.0,14.0,25.0,19.0
서귀포치유의숲,제주특별자치도 서귀포시 산록남로 2271 (호근동),관광지,인문(문화/예술/역사),휴양관광지,헬스투어,11271.0,1.0,502.0,78.0,87.0,73.0,50.0,71.0,56.0,87.0
서귀포자연휴양림,제주특별자치도 서귀포시 1100로 882 ,관광지,자연,자연관광지,자연휴양림,2851.0,1.0,119.0,25.0,24.0,6.0,15.0,17.0,14.0,18.0
서귀포잠수함,제주특별자치도 서귀포시 남성중로 40 ,관광지,인문(문화/예술/역사),휴양관광지,유람선/잠수함관광,1510.0,1.0,496.0,89.0,79.0,68.0,59.0,72.0,54.0,75.0
서귀포항,제주특별자치도 서귀포시 칠십리로72번길 14 (서귀동),관광지,자연,자연관광지,항구/포구,2308.0,1.0,251.0,55.0,38.0,25.0,45.0,30.0,25.0,33.0
성읍녹차마을,제주특별자치도 서귀포시 중산간동로 4778 녹차가공공장 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1271.0,1.0,140.0,27.0,18.0,20.0,14.0,21.0,21.0,19.0
성이시돌목장,제주특별자치도 제주시 한림읍 산록남로 53 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,11292.0,1.0,679.0,137.0,92.0,106.0,83.0,71.0,80.0,110.0
세화해변,제주특별자치도 제주시 구좌읍 세화길 (구좌읍),관광지,자연,자연관광지,해수욕장,11079.0,1.0,965.0,179.0,150.0,123.0,119.0,126.0,120.0,148.0
송악산둘레길,제주특별자치도 서귀포시 대정읍 상모리 245,관광지,레포츠,육상 레포츠,트래킹,18146.0,1.0,149.0,28.0,26.0,19.0,26.0,18.0,10.0,22.0
송악카트체험장,제주특별자치도 서귀포시 대정읍 송악관광로 404 ,레포츠,레포츠,육상 레포츠,카트,540.0,1.0,54.0,15.0,6.0,5.0,8.0,9.0,2.0,9.0
